id,equipment_type,equipment_id,location,complaint,symptoms,diagnosis,root_cause,recommended_fix,estimated_cost,repair_time,urgency,technician_type,date,technician_notes,status
1242,Water Pump,WP-036,Garden Irrigation Hub,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",2800,2.3,High,Plumber & Pump Specialist,2025-08-27,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Verified & Closed
1243,Water Pump,WP-042,Main Overhead Tank Sub-station,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",2500,1.9,High,Plumber & Pump Specialist,2025-07-10,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Resolved
1244,Water Pump,WP-022,Hostel Water Treatment Plant,Water leaking heavily from pump shaft seal and motor tripping on thermal relay.,"Water puddle around pump base, motor casing hot to touch, breaker tripping",Mechanical shaft seal face cracked and motor bearing water ingress,Dry running of pump causing ceramic-carbon seal face thermal shock,"Replace mechanical ceramic seal, repack shaft gland, test motor dry-run sensor",3150,2.3,High,Pump Technician,2025-05-07,Replaced mechanical seal and fitted dry-run float switch protector.,Resolved
1245,Water Pump,WP-019,Main Overhead Tank Sub-station,Water leaking heavily from pump shaft seal and motor tripping on thermal relay.,"Water puddle around pump base, motor casing hot to touch, breaker tripping",Mechanical shaft seal face cracked and motor bearing water ingress,Dry running of pump causing ceramic-carbon seal face thermal shock,"Replace mechanical ceramic seal, repack shaft gland, test motor dry-run sensor",3800,3.2,High,Pump Technician,2026-06-05,Replaced mechanical seal and fitted dry-run float switch protector.,Verified & Closed
1246,Classroom Projector,PRJ-043,Lecture Hall 101,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1350,0.8,Medium,AV Technician,2025-10-07,Filter washed and dried. Thermal sensor readings normalized.,Resolved
1247,Classroom Projector,PRJ-011,Lecture Hall 204,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1300,0.9,Medium,AV Technician,2026-03-15,Filter washed and dried. Thermal sensor readings normalized.,Verified & Closed
1248,Classroom Projector,PRJ-029,Lecture Hall 204,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1000,0.7,Medium,AV Technician,2026-08-03,Filter washed and dried. Thermal sensor readings normalized.,Resolved
1249,Classroom Projector,PRJ-040,Auditorium Main,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",1350,0.9,Medium,AV Technician,2025-11-29,Filter washed and dried. Thermal sensor readings normalized.,Resolved
1250,Classroom Projector,PRJ-020,Lecture Hall 204,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,950,0.7,Medium,AV Technician,2025-05-24,Replaced wall socket module with reinforced metal pass-through.,Verified & Closed
1251,Classroom Projector,PRJ-030,Auditorium Main,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1550,0.7,Medium,AV Technician,2025-12-02,Replaced wall socket module with reinforced metal pass-through.,Resolved
1252,Classroom Projector,PRJ-013,Lecture Hall 204,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1050,0.5,Medium,AV Technician,2026-04-28,Replaced wall socket module with reinforced metal pass-through.,Resolved
1253,Classroom Projector,PRJ-036,Seminar Room B,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1500,0.9,Medium,AV Technician,2026-06-03,Replaced wall socket module with reinforced metal pass-through.,Verified & Closed
1254,Classroom Projector,PRJ-011,Lecture Hall 101,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,2700,2.4,Medium,Senior AV Specialist,2025-12-11,Color wheel cleaned. RGB calibration completed with test pattern.,Resolved
1255,Classroom Projector,PRJ-006,Auditorium Main,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,3450,2.0,Medium,Senior AV Specialist,2026-02-01,Color wheel cleaned. RGB calibration completed with test pattern.,Resolved
1256,Classroom Projector,PRJ-027,Lecture Hall 101,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,2600,2.0,Medium,Senior AV Specialist,2026-07-24,Color wheel cleaned. RGB calibration completed with test pattern.,Resolved
1257,UPS System,UPS-015,Exam Control Room,UPS constantly beeping with 'Battery Weak / Replace' indicator illuminated.,"Audible alert every 5 seconds, backup time dropped from 30 mins to 20 seconds",Sulfated 12V 42Ah SMF batteries with high internal impedance,End of electrochemical battery service life (3+ years) and high operating ambient temperature,"Perform battery conductance test, replace weak battery block, calibrate float voltage",8600,2.9,High,Power Electronics Technician,2026-08-19,4 dead cells in 16-battery string replaced. Battery bank autonomy load-tested to 25 minutes.,Verified & Closed
1258,UPS System,UPS-010,Exam Control Room,UPS constantly beeping with 'Battery Weak / Replace' indicator illuminated.,"Audible alert every 5 seconds, backup time dropped from 30 mins to 20 seconds",Sulfated 12V 42Ah SMF batteries with high internal impedance,End of electrochemical battery service life (3+ years) and high operating ambient temperature,"Perform battery conductance test, replace weak battery block, calibrate float voltage",6300,1.9,High,Power Electronics Technician,2026-04-29,4 dead cells in 16-battery string replaced. Battery bank autonomy load-tested to 25 minutes.,Verified & Closed
1259,UPS System,UPS-031,Biotech Lab Annex,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",2650,1.0,High,UPS Engineer,2025-06-14,Replaced cooling fans. UPS transferred back to online inverter mode.,Resolved
1260,UPS System,UPS-014,Exam Control Room,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",2500,1.5,High,UPS Engineer,2026-04-16,Replaced cooling fans. UPS transferred back to online inverter mode.,Resolved
1261,UPS System,UPS-008,Robotics Lab,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",1850,1.2,High,UPS Engineer,2025-11-25,Replaced cooling fans. UPS transferred back to online inverter mode.,Resolved
1262,UPS System,UPS-041,Robotics Lab,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",1500,1.1,High,UPS Engineer,2025-06-05,Replaced cooling fans. UPS transferred back to online inverter mode.,Verified & Closed
1265,RO Water Purifier,RO-034,Student Mess Floor 1,"Water purifier flow rate has dropped to a trickle, taking 10 mins to fill one bottle.","Very slow permeate flow, high reject water flow ratio, booster pump running continuously",Sediment pre-filter and activated carbon block choked with silt,High turbidity in incoming municipal water supply over past 2 weeks,Replace 5-micron spun polypropylene pre-filter and 10-inch CTO carbon block,950,1.0,Medium,Water Plant Technician,2025-09-12,Pre-filters replaced. Flow rate restored to 50 LPH at 60 PSI.,Resolved
1266,Restroom / Washroom Plumbing,PLUMB-001,Academic Block 2nd Floor Washroom,"Water leaking continuously from flush tank and floor flooded near washroom.","Continuous water running into toilet bowl, float valve not shutting off, water pool on floor",Defective flush tank siphon flapper valve and degraded float ball seal,Mineral scaling and rubber flapper hardening preventing watertight seal at flush valve seat,"Replace dual-flush siphon valve assembly, adjust float arm water level, test seal",850,0.8,Medium,Plumbing Specialist,2026-02-14,Replaced flapper valve and adjusted float level. Water leakage fully arrested.,Resolved
1267,Restroom / Washroom Plumbing,PLUMB-002,Main Admin Block Washroom,"Urinal auto-flusher sensor not triggering and water pooling in drain trap.","No flush on user exit, solenoid valve clicking faintly, foul odor in restroom",Infrared sensor optical window calcification and 6V solenoid valve diaphragm jam,Hard water mineral scale clogging solenoid pilot orifice and smudged sensor window,"Clean IR sensor lens, descale solenoid valve diaphragm with dilute acid, replace lithium battery",1200,1.0,Medium,Plumbing Specialist,2026-03-02,Descaled solenoid pilot channel. Tested auto-flush with 10 simulated passes.,Resolved
1268,Restroom / Washroom Plumbing,PLUMB-003,Hostel 3 Ground Floor Washroom,"Washbasin drain pipe blocked and water backing up during peak usage.","Slow sink drainage, standing soapy water in basin, gurgling sound in waste pipe",Hair and soap residue blockage in bottle trap and PVC P-trap bend,Accumulated grease and foreign fibers in 32mm drain waste pipe,"Dismantle and clear P-trap, snake drain pipe with mechanical auger, reseal slip joints",650,0.6,Low,Plumber,2026-01-20,Bottle trap cleared and cleaned. 10-liter flow test drained cleanly without obstruction.,Verified & Closed
1269,Restroom / Washroom Plumbing,PLUMB-004,CSE Block 1st Floor Washroom,"Heavy water dripping from under-sink CP angle cock valve and flexible connector.","Water spraying under washbasin, floor soaked, water meter spinning",Braided stainless steel connection hose inner EPDM rubber burst due to high pressure,Pressure spike in overhead water line and age fatigue on flexible hose,"Replace 1/2-inch stainless steel braided flexible connector hose and Teflon tape thread seal",750,0.5,High,Plumber,2026-04-18,Replaced braided hose and installed pressure-rated angle valve.,Resolved
1270,Restroom / Washroom Plumbing,PLUMB-005,Library Ground Floor Restroom,"Toilet flush handle broken and stuck down causing constant water wastage.","Loose flush handle lever, chain disconnected inside cistern, water continuously draining",Broken nylon actuator lever arm connecting handle to siphon discharge valve,Excessive downward force applied to plastic cistern handle lever arm,"Install heavy-duty brass cistern flush lever arm and stainless steel connecting chain",600,0.5,Medium,Plumber,2026-05-10,Installed brass lever arm and adjusted linkage chain length.,Resolved
1271,Laboratory Equipment,LAB-001,Chemistry Lab 102,"Water bath heating mantle failing to maintain temperature with test tubes boiling dry.","Temperature overshoot exceeding 80°C setpoint, erratic digital PID readout, burnt chemical odor",Pt100 RTD temperature sensor probe open-circuit and stuck solid-state relay (SSR),Corrosive acid vapor penetrating sensor sheath causing thermocouple lead corrosion,"Replace chemical-resistant Pt100 RTD sensor probe, replace 25A solid-state relay, recalibrate PID",2800,1.8,High,Laboratory Equipment Specialist,2026-02-28,New Teflon-sheathed Pt100 sensor installed. Water bath temperature calibrated within ±0.2°C.,Resolved
1272,Laboratory Equipment,LAB-002,Organic Chemistry Research Lab,"Fume hood exhaust airflow alarm beeping with low face velocity warning.","Exhaust fan velocity below 0.5 m/s, air baffle fluttering, chemical fume buildup in lab",Exhaust blower V-belt slippage and particulate accumulation on pre-filter screen,Chemical vapor residue and dust coating exhaust intake mesh filter,"High-pressure clean intake baffles, adjust blower belt tension, recalibrate thermal anemometer sensor",3200,2.2,High,HVAC & Lab Systems Engineer,2026-03-15,Baffles cleaned, belt tension adjusted. Face velocity measured at 0.58 m/s (safe compliant range).,Verified & Closed
1273,Laboratory Equipment,LAB-003,Biochemistry & Chemistry Lab,"Test tube shaker and vortex mixer motor vibrating violently and smelling of burning coil.","Motor stalling under load, loud grinding from eccentric bearing, rubber cup wobbling",Worn eccentric drive bearing and carbon brush degradation on universal motor,High rotational load and chemical solvent splash onto motor housing,"Replace drive eccentric bearing assembly, replace carbon brushes, lubricate drive shaft",1450,1.2,Medium,Lab Equipment Technician,2026-01-12,Bearing replaced. Vortex mixing speed tested smooth across 0-3000 RPM range.,Resolved
1274,Laboratory Equipment,LAB-004,Microbiology & Science Lab,"Glassware autoclave pressure vessel gasket leaking steam and failing to reach sterilization pressure.","Steam hissing from door rim, pressure gauge hovering at 10 PSI instead of 15 PSI, cycle aborted",Hardened silicone lid gasket and dirty micro-switch safety interlock,Heat cycling fatigue and mineral salt crusting along chamber sealing flange,"Descale lid sealing channel, install new food-grade high-temp silicone gasket, test pop-off valve",2200,1.5,High,Biomedical & Lab Engineer,2026-04-05,New gasket fitted. Autoclave reached 121°C at 15 PSI hold for full 20-min cycle successfully.,Resolved
1275,Laboratory Equipment,LAB-005,Analytical Chemistry Lab,"High-speed refrigerated centrifuge displaying 'E-03 Rotor Imbalance' error and refusing to spin.","Rotor lid lock stuck, imbalance optical sensor triggered, motor vibrating on acceleration",Optical speed encoder disc contaminated with dust and worn motor suspension dampeners,Motor rubber shock mounts degraded from solvent vapors causing excessive precession swing,"Clean optical encoder sensor, replace 4-point vibration isolator rubber bushes, re-level chamber",3800,2.5,High,Precision Instrument Engineer,2026-05-22,Vibration isolators replaced. Centrifuge tested balanced up to 14,000 RPM.,Resolved
1276,Laboratory Equipment,LAB-006,General Science Lab,"Spectrophotometer absorbance values drifting wildly during test tube optical measurements.","Unstable photometric baseline, tungsten-halogen lamp dimming intermittently, calibration fail",Degraded 6V 20W tungsten halogen lamp bulb filament and tarnished reference mirror,Lamp operating hours exceeded 2000 hours rating causing filament evaporation,"Replace tungsten-halogen source lamp, clean optical mirrors with optical lens paper, run zero-point calibration",4500,1.6,Medium,Scientific Instrument Specialist,2026-06-18,New calibrated halogen source installed. Baseline stability verified <0.002 Abs/hour.,Resolved
1277,Lighting & Electrical,ELEC-001,Classroom 204,"LED panel lights flickering intermittently and causing visual strain during lectures.","Strobe flickering at 50Hz, humming sound from driver enclosure in false ceiling",Failed electrolytic capacitor in constant-current LED driver module,Thermal stress inside sealed false ceiling cavity drying out driver filter capacitors,"Replace 40W constant-current isolated LED driver unit, verify neutral line continuity",850,0.8,Medium,Campus Electrician,2026-03-22,Replaced LED driver with surge-protected 40W unit. Flicker percentage <1% verified.,Resolved
1278,Lighting & Electrical,ELEC-002,Science Block Corridor,"Corridor switchboard socket sparking and hot to touch when lab equipment plugged in.","Audible crackling sound, scorch marks on socket faceplate, circuit trip risk",Loose terminal screw connection and oxidized brass contact prongs inside 16A socket,Repeated high-draw appliance usage causing thermal loosening of copper wire terminals,"Isolate circuit, replace 16A modular power socket and faceplate, retighten terminal connections",650,0.6,High,Campus Electrician,2026-04-11,Installed heavy-duty 16A socket with ceramic base and flame-retardant faceplate.,Verified & Closed

